Categoria,Posicao,Cod_dekoreba,English,French,German,Italian,Portuguese,Spanish
substantivos,2,1560,position,nécessité,Arbeit,mestiere,emprego,oficio
substantivos,3,1560,want,service,Beruf,occupazione,ocupação,profesión
substantivos,1,1561,boy,garçon,Junge,ragazzo,mocinho,muchacho
substantivos,2,1561,goodie,gentil,Knabe,bambino,baixinho,varón
substantivos,3,1561,boykin,garçonnet,Kerl,maschio,catatau,chaval
substantivos,1,1562,model,modèle,Modell,modello,modelo,modelo
substantivos,2,1562,pattern,patron,Schablone,modella,molde,plantilla
substantivos,3,1562,template,maquette,Vorlage,indossatrice,padrão,ejemplar
substantivos,1,1563,mold,modèle,Schablone,stampo,molde,molde
substantivos,2,1563,cast,moule,Form,modello,modelo,modelo
substantivos,3,1563,template,gabarit,Muster,forma,gabarito,plantilla
substantivos,1,1564,sauce,sauce,Soße,salsa,molho,salsa
substantivos,2,1564,sheaf,botte,Sauce,sugo,penca,salsas
substantivos,3,1564,gravy,gerbe,Sosse,salse,tempero,fajo
substantivos,1,1565,moment,moment,Moment,momento,momento,momento
substantivos,2,1565,time,instant,Augenblick,istante,instante,instante
substantivos,3,1565,second,seconde,Zeitpunkt,attimo,segundo,minuto
substantivos,1,1566,monk,moine,Mönch,monaco,monge,monje
substantivos,2,1566,friar,religieux,Klosterbruder,frate,frei,fraile
substantivos,3,1566,monastic,monachisme,Bruder,religioso,frade,monacato
substantivos,1,1567,mountain,montagne,Berg,montagna,montanha,montaña
substantivos,2,1567,hill,mont,Gebirge,monte,monte,monte
substantivos,3,1567,mount,colline,Hügel,montagne,morro,loma
substantivos,1,1568,monument,monument,Denkmal,monumento,monumento,monumento
substantivos,2,1568,memorial,mémorial,Monument,monumento commemorativo,monumentos,mausoleo
substantivos,3,1568,repository,mausolée,,lapide,,
substantivos,1,1569,girl,jeune fille,Mädchen,ragazza,moça,muchacha
substantivos,2,1569,maid,fille,Mädel,signorina,rapariga,chica
substantivos,3,1569,lass,demoiselle,Jungfrau,bambina,garota,niña
substantivos,1,1570,dwelling,logement,Wohnung,dimora,moradia,vivienda
substantivos,2,1570,residence,domicile,Wohnsitz,abitazione,domicílio,morada
substantivos,3,1570,abode,habitation,Unterkunft,alloggio,habitação,residencia
substantivos,1,1571,bite,morsure,Biss,morso,mordida,mordida
substantivos,2,1571,morsel,morceau,Kostprobe,morsicatura,mordedura,gota
substantivos,3,1571,bit,mordre,Biß,boccone,gota,porción
substantivos,1,1572,bat,chauve-souris,Fledermaus,pipistrello,morcego,murciélago
substantivos,2,1572,Chiroptera,chauve souris,Chiroptera,maglio,quirópteros,Chiroptera
substantivos,3,1572,bats,chiroptère,Desmodus,Chiroptera,Chiroptera,desmodus
substantivos,1,1573,butler,majordome,Butler,maggiordomo,mordomo,mayordomo
substantivos,2,1573,major-domo,sommelier,Majordomus,costituente,,senescal
substantivos,3,1573,seneschal,bouteiller,Gutsverwalter,siniscalco,,
substantivos,1,1574,shroud,linceul,Leichentuch,sudario,mortalha,mortaja
substantivos,2,1574,pall,suaire,Totenhemd,drappo funebre,sudário,sudario
substantivos,3,1574,cerement,,,sindone,Sudário,obenque
substantivos,1,1575,fly,mouche,Fliege,mosca,mosca,mosca
substantivos,2,1575,housefly,mouche domestique,Stubenfliege,Diptera,Diptera,Diptera
substantivos,3,1575,Diptera,Diptera,Diptera,mosche,isca,dípteros
substantivos,1,1576,motel,love hotel,Motel,motel,motel,motel
substantivos,2,1576,love hotel,motel,Love Hotel,autostello,,albergue transitorio
substantivos,3,1576,motor hotel,hôtel amour,Stundenhotel,,,telo
substantivos,1,1577,bike,moto,Motorrad,moto,moto,moto
substantivos,2,1577,motorcycle,motocyclette,Krad,motociclo,mota,motocicleta
substantivos,3,1577,motorbike,vélomoteur,Kraftrad,motocicletta,motocicleta,minimoto
substantivos,1,1578,movement,mouvement,Bewegung,movimento,movimento,movimiento
substantivos,2,1578,motion,déplacement,Umsatz,moto,deslocamento,cifra de negocios
substantivos,3,1578,move,coup,Regung,motilità,passo,traslado
substantivos,1,1579,woman,femme,Frau,donna,mulher,mujer
substantivos,2,1579,wife,épouse,Weib,moglie,esposa,esposa
substantivos,3,1579,girl,fille,Ehefrau,sposa,garota,chica
substantivos,1,1580,world,monde,Welt,mondo,mundo,mundo
substantivos,2,1580,earth,terre,Erde,terra,povo,tierra
substantivos,3,1580,human beings,homme,Erdboden,umanità,Terra,humanidad
substantivos,1,1581,buttock,fesse,Hinterbacke,natica,nádega,nalga
substantivos,2,1581,cheek,cul,Backe,chiappa,fundilhos,glúteo
substantivos,3,1581,rump,croupe,Gesäß,gluteo,traseiro,cachete
substantivos,1,1582,daffodil,narcisse,Narzisse,narciso,narciso,narciso
substantivos,2,1582,narcissus,jonquille,Osterglocke,Narcissus,Narcissus,Narcissus
substantivos,3,1582,dafodil,Narcissus,Osterblume,narcisi,,junquillo
substantivos,1,1583,nose,nez,Nase,naso,nariz,nariz
substantivos,2,1583,smell,odorat,Nasenhöhle,muso,olfato,morro
substantivos,3,1583,beak,pointe,Nüstern,cavità nasale,cavidade nasal,cavidad nasal
substantivos,1,1584,natal,natal,Geburts…,natale,natal,natal
substantivos,2,1584,native,maison,,,,navidad
substantivos,3,1584,home,à la maison,,,,
substantivos,1,1585,ship,navire,Schiff,nave,navio,barco
substantivos,2,1585,vessel,bateau,Boot,vascello,embarcação,nave
substantivos,3,1585,boat,vaisseau,Kahn,barca,barco,embarcación
substantivos,1,1586,nectar,nectar,Nektar,nettare,néctar,néctar
substantivos,2,1586,,,Göttertrank,,néctar dos deuses,
substantivos,1,1587,fog,brouillard,Nebel,nebbia,neblina,niebla
substantivos,2,1587,mist,brume,Dunst,foschia,névoa,bruma
substantivos,3,1587,haze,aérosol,Aerosol,bruma,bruma,neblina
substantivos,1,1588,business,affaire,Angelegenheit,affare,negócio,negocio
substantivos,2,1588,affair,commerce,Geschäft,affari,coisa,comercio
substantivos,3,1588,trade,entreprise,Sache,coso,comércio,cosa
substantivos,1,1589,bold,gras,fett,grassetto,negrito,negrita
substantivos,2,1589,boldface,,hervorgehoben,,,negrito
substantivos,3,1589,,,Fettdruck,,,
substantivos,1,1590,nerve,nerf,Nerv,nervo,nervo,nervio
substantivos,2,1590,nerves,nerf périphérique,peripherer Nerv,nervi,coragem,nervios
substantivos,3,1590,spunk,cœur,Courage,coraggio,nervo periférico,nervios periféricos
substantivos,1,1591,grandson,petit-fils,Enkel,nipote,neto,nieto
substantivos,2,1591,grandchild,petit-enfant,Enkelkind,abiatico,neta,nieta
substantivos,3,1591,granddaughter,petite-fille,Enkelsohn,nipotino,avozinho,neto
substantivos,1,1592,snow,neige,Schnee,neve,neve,nieve
substantivos,2,1592,cocaine,cocaïne,der Schnee,coca,cocaína,coca
substantivos,3,1592,snowfall,coke,schneien,cocaina,nevada,cocaína
substantivos,1,1593,level,niveau,Niveau,livello,nível,nivel
substantivos,2,1593,standard,niveau à bulle,Ebene,livella,fase,grado
substantivos,3,1593,tier,degré,Höhe,pianura,Nível,nível
substantivos,1,1594,niche,niche,Nische,nicchia,nicho,nicho
substantivos,2,1594,recess,alcôve,Alkoven,alcova,alcova,hueco
substantivos,3,1594,nook,baie,Wandnische,edicola,,hornacina
substantivos,1,1595,ninja,ninja,Ninja,ninja,ninja,ninja
substantivos,2,1595,,,Verbogener,,,
substantivos,1,1596,nest,nid,Nest,nido,ninho,nido
substantivos,2,1596,den,chez-moi,Horst,,fazerseuninho,madriguera
substantivos,3,1596,lair,chez-soi,Vogelnest,,vasilha,
substantivos,1,1597,nickel,nickel,Nickel,nichel,níquel,níquel
substantivos,2,1597,Ni,pièce,Ni,nickelio,Ni,Ni
substantivos,3,1597,atomic number 28,pièce de cinq cents,,nickel,Niquel,niquel
substantivos,1,1598,night,nuit,Nacht,notte,noite,noche
substantivos,2,1598,evening,soirée,Abend,sera,tarde,tarde
substantivos,3,1598,nighttime,soir,Dunkelheit,serata,noitada,oscuridad
substantivos,1,1599,name,nom,Name,nome,nome,nombre
substantivos,2,1599,noun,prénom,Vorname,appellativo,prenome,denominación
substantivos,3,1599,first name,nom de baptême,Nomen,cognome,nome de batismo,nombre de pila
substantivos,1,1600,ninth,neuvième,neunte,nono,nono,noveno
substantivos,2,1600,nineth,neuf,Neuntel,nona,nona,nono
substantivos,3,1600,9th,9e,neunter,,,novena
substantivos,1,1601,betrothal,fiançailles,Verlobung,fidanzamento,noivado,esponsales
substantivos,2,1601,engagement,accordailles,Verlöbnis,,esponsais,promesa de matrimonio
substantivos,3,1601,troth,fiançaille,,,casamento,palabra de matrimonio
substantivos,1,1602,note,note,Note,nota,nota,nota
substantivos,2,1602,bill,billet de banque,Banknote,banconota,anotação,billete
substantivos,3,1602,banknote,annotation,Bemerkung,osservazione,observação,advertencia
substantivos,1,1603,news,nouvelle,Neuigkeit,notizia,notícia,noticia
substantivos,2,1603,notice,dépêche,Nachricht,notizie,novidade,prestar atención
substantivos,3,1603,report,avis,botschaft,novità,,noticias
substantivos,1,1604,cloud,nuage,Wolke,nuvola,nuvem,nube
substantivos,2,1604,clouds,nue,Schleier,nube,correição,nubes
substantivos,3,1604,swarm,couverture nuageuse,Bewölkung,nuvolo,enxame,enjambre
substantivos,1,1605,nucleus,noyau,Kern,nucleo,núcleo,núcleo
substantivos,2,1605,core,centre,Zellkern,nucleo cellulare,cerne,nícleo
substantivos,3,1605,kernel,noyau cellulaire,Atomkern,centro,núcleo celular,cuesco
substantivos,1,1606,abashment,embarras,Verlegenheit,modestia,óbice,apuro
substantivos,2,1606,difficulty,empêchement,Hemmnis,obice,estorvo,perplejidad
substantivos,3,1606,embarrassment,,Lästiges,ostacolo,perplexidade,turbación
substantivos,1,1607,object,objet,Objekt,oggetto,objeto,objeto
substantivos,2,1607,matter,chose,Gegenstand,cosa,objecto,cosa
substantivos,3,1607,subject,affaire,Ding,Oggetto,artigo,complemento
substantivos,1,1608,death,mort,Tod,morte,óbito,muerte
substantivos,2,1608,destruction,décès,Untergang,dipartenza,morte,partida
substantivos,3,1608,doom,,Verderbnis,dipartita,falecimento,deceso
substantivos,1,1609,work,œuvre,Werk,opera,obra,obra
substantivos,2,1609,accomplishment,ouvrage,Arbeit,lavoro,trabalho,trabajo
substantivos,3,1609,achievement,travail,Schrift,creazione,labor,escrito
substantivos,1,1610,obligation,obligation,Pflicht,dovere,obrigação,obligación
substantivos,2,1610,duty,devoir,Verpflichtung,obbligazione,dever,deber
substantivos,3,1610,liability,responsabilité,Obligation,responsabilità,responsabilidade,responsabilidad
substantivos,1,1611,obstacle,obstacle,Hindernis,ostacolo,obstáculo,obstáculo
substantivos,2,1611,obstruction,empêchement,Barriere,impedimento,barreira,obstrucción
substantivos,3,1611,barrier,barrière,Behinderung,impaccio,dificuldade,barrera
substantivos,1,1612,occasion,occasion,Gelegenheit,occasione,ocasião,ocasión
substantivos,2,1612,instance,cas,Anlass,caso,ocorrência,caso
substantivos,3,1612,example,aventure,Möglichkeit,appiglio,caso,ejemplo
substantivos,1,1613,ocean,océan,Ozean,oceano,oceano,océano
substantivos,2,1613,sea,mer,Meer,mare,mar,mar
substantivos,3,1613,body of water,itsaso,Weltmeer,mari,oceanos,mares
substantivos,1,1614,occurrence,incident,Ereignis,caso,ocorrência,ocurrencia
substantivos,2,1614,instance,événement,Vorfall,avvenimento,ocasião,acontecimiento
substantivos,3,1614,event,occurrence,Anfrage,occorrenza,acontecimento,caso
substantivos,1,1615,occupation,occupation,Beschäftigung,occupazione,ocupação,ocupación
substantivos,2,1615,work,emploi,Arbeit,impiego,emprego,profesión
substantivos,3,1615,job,travail,Beruf,attività,profissão,empleo
substantivos,1,1616,hatred,haine,Hass,odio,ódio,odio
substantivos,2,1616,hate,aversion,Haß,avversione,aversão,aversión
substantivos,3,1616,distaste,dégoût,Abscheu,ripugnanza,abominação,asco
substantivos,1,1617,offer,offre,Angebot,offerta,oferta,oferta
substantivos,2,1617,bid,proposition,Offerte,dichiarazione,proposta,ofrecimiento
substantivos,3,1617,bidding,sacrifice,Anerbieten,licitazione,oferecimento,presentación
substantivos,1,1618,workshop,atelier,Werkstatt,officina,oficina,taller
substantivos,2,1618,shop,garage,Atelier,bottega,laboratório,obrador
substantivos,3,1618,workplace,lieu de travail,Künstlerwerkstatt,laboratorio,locais de trabalho,talleres
substantivos,1,1619,oil,huile,Öl,olio,óleo,aceite
substantivos,2,1619,oils,pétrole,Erdöl,petrolio,petróleo,óleo
substantivos,3,1619,crude oil,pétrole brut,Petroleum,benzina,azeite,petróleo
substantivos,1,1620,look,regard,Blick,occhiata,olhada,vistazo
substantivos,2,1620,glance,être,,sguardo,olhar,ojeada
substantivos,3,1620,browsing,,,,,mirada
substantivos,1,1621,scout,,,,olheiro,
substantivos,2,1621,watchman,,,,,
substantivos,3,1621,nit-keeper,,,,,
substantivos,1,1622,eye,œil,Auge,occhio,olho,ojo
substantivos,2,1622,eyes,oeil,Öhr,occhi,buraco,ojos
substantivos,3,1622,glyph,chas,Knospe,cruna,conjuntiva,conjuntiva
substantivos,1,1624,shoulder,épaule,Schulter,spalla,ombro,hombro
substantivos,2,1624,articulatio humeri,porter,Achsel,omero,espádua,espalda
substantivos,3,1624,shoulder joint,supporter,tragen,,Ombro,
substantivos,1,1625,bus,bus,Bus,autobus,ônibus,autobús
substantivos,2,1625,omnibus,autobus,Omnibus,corriera,autocarro,ómnibus
substantivos,3,1625,coach,omnibus,Autobus,pullman,auto-ônibus,camión
substantivos,1,1626,opal,opale,Opal,opale,opala,ópalo
substantivos,2,1626,,,,opala,ópalo,
substantivos,1,1627,operation,opération,Operation,operazione,operação,operación
substantivos,2,1627,surgery,chirurgie,Betrieb,intervento,cirurgia,intervención
substantivos,3,1627,transaction,operation,Einsatz,attività,procedimento,procedimiento
substantivos,1,1628,opinion,opinion,Meinung,opinione,opinião,opinión
substantivos,2,1628,view,avis,Anschauung,concetto,ideia,acuerdo
substantivos,3,1628,thought,idée,Ansicht,parere,idéia,parecer
substantivos,1,1629,opportunity,opportunité,Gelegenheit,opportunità,oportunidade,oportunidad
substantivos,2,1629,chance,chance,Chance,occasione,chance,ocasión
substantivos,3,1629,appropriateness,occasion,Zweckmäßigkeit,eventualità,,
substantivos,1,1630,prayer,prière,Gebet,preghiera,oração,oración
substantivos,2,1630,clause,oraison,Satz,orazione,prece,petición
substantivos,3,1630,orison,demande,Antrag,prece,reza,plegaria
substantivos,1,1631,speaker,orateur,Redner,oratore,orador,orador
substantivos,2,1631,orator,rhéteur,Sprecher,retore,interveniente,oradora
substantivos,3,1631,talker,orateurs attiques,Rednerin,pregatore,rezador,
substantivos,1,1632,orb,boule,Kugel,globo,orbe,globo
substantivos,2,1632,ball,orbe,Gestirn,palla,bola,bola
substantivos,3,1632,sphere,globe,,orbe,globo,orbe
substantivos,1,1633,order,ordre,Ordnung,ordine,ordem,orden
substantivos,2,1633,command,syndicat,Befehl,associazione,comando,mandato
substantivos,3,1633,guild,association,Orden,lega,organização,asociación
substantivos,1,1634,ear,oreille,Ohr,orecchio,orelha,oreja
substantivos,2,1634,auricle,épi,Ohrmuschel,orecchie,ouvido,oído
substantivos,3,1634,pinna,pavillon,Ähre,orecchia,aurícula,aurícula
substantivos,1,1635,orphanage,orphelinat,Waisenhaus,orfanotrofio,orfanato,orfanato
substantivos,2,1635,children’s home,maison d'enfants,Kinderheim,orfano,Órfão,huérfano
substantivos,3,1635,orphan,orphelin,Waise,brefotrofio,Orfanato,casa cuna
substantivos,1,1636,pride,orgueil,Hochmut,orgoglio,orgulho,orgullo
substantivos,2,1636,arrogance,fierté,Stolz,fierezza,arrogância,arrogancia
substantivos,3,1636,haughtiness,vanité,Etelkeit,superbia,soberba,pretensión
substantivos,1,1637,orientation,orientation,Orientierung,orientamento,orientação,orientación
substantivos,2,1637,guidance,ciblage,Beratung,orientazione,canalização,fijación de metas
substantivos,3,1637,direction,définition des cibles,Ausrichtung,counselling,aconselhamento,focalización
substantivos,1,1638,orifice,orifice,Öffnung,orifizio,orifício,orificio
substantivos,2,1638,mouth,embouchure,Durchbruch,orificio,boca,abertura
substantivos,3,1638,port,ouverture,Perforation,imboccatùra,entrada,boca
substantivos,1,1639,origin,origine,Ursprung,origine,origem,origen
substantivos,2,1639,source,source,Herkunft,nascita,fonte,descendencia
substantivos,3,1639,descent,genèse,Quelle,ascendenza,procedência,génesis
substantivos,1,1640,ornament,ornement,Verzierung,ornamento,ornamento,adorno
substantivos,2,1640,decoration,décoration,Schmuck,decorazione,decoração,ornamento
substantivos,3,1640,adornment,parure,Ornament,abbellimento,ornato,decoración
substantivos,1,1642,orchestra,orchestre,Orchester,orchestra,orquestra,orquesta
substantivos,2,1642,orchestra pit,fauteuils d’orchestre,Orchestergraben,fossa dell’orchestra,Orquestras,platea
substantivos,3,1642,pit,fosse,Orchesterraum,platea,,orquestra
substantivos,1,1643,dew,rosée,Tau,rugiada,orvalho,rocío
substantivos,2,1643,,rossée,,gòmena,rocio,sereno
substantivos,3,1643,,,,guazza,riço,rocio
substantivos,1,1644,oscillation,oscillation,Oszillation,oscillazione,oscilação,oscilación
substantivos,2,1644,oscillator,oscillateur,Schwingung,oscillatore,oscilador,modificación de propiedades
substantivos,3,1644,variation,vibration,Schwankung,vibrazione,vibração,variación
substantivos,1,1645,bone,os,Knochen,osso,osso,hueso
substantivos,2,1645,bones,insertion,Bein,ossa,e um,huesos
substantivos,3,1645,os,squelette,Gebeine,osso ossa,implantação,implantación
substantivos,1,1646,pomp,pompe,Gepränge,pompa,ostentação,pompa
substantivos,2,1646,grandeur,splendeur,Pomp,scalpore,gala,ostentación
substantivos,3,1646,splendour,remue-ménage,Wunder,sensazione,pompa,bomba
substantivos,1,1647,optics,optique,Optik,ottica,ótica,óptica
substantivos,2,1647,,,,,óptica,
substantivos,1,1648,optimism,optimisme,Optimismus,ottimismo,otimismo,optimismo
substantivos,2,1648,chipperness,,Zuversicht,,optimismo,
substantivos,1,1649,autumn,automne,Herbst,autunno,outono,otoño
substantivos,2,1649,fall,saison,Jahreszeit,stagione,estação,estación
substantivos,3,1649,season,jour d’automne,Saison,autunnale,temporada,temporada
substantivos,1,1650,ear,oreille,Ohr,orecchio,ouvido,oído
substantivos,2,1650,hearing,ouïe,Gehör,udito,orelha,oreja
substantivos,3,1650,ears,trompe d’eustache,Hören,orecchie,audição,orejas
substantivos,1,1651,roes,oeufs de poisson,Rogen,uova di pesci,ova,huevas
substantivos,2,1651,roe,frai,Laich,,Ova,hueva
substantivos,3,1651,spawn,chevreuil,Fischlaich,,ovas,lecha
substantivos,1,1652,sheep,mouton,Schaf,pecora,ovelha,oveja
substantivos,2,1652,ewe,brebis,Mutterschaf,pecore,carneiro,oveja madre
substantivos,3,1652,ewes,antenaise,Aue,pècora,ovinos,carnero
substantivos,1,1653,egg,œuf,Ei,uovo,ovo,huevo
substantivos,2,1653,eggs,oeuf,Eizelle,uova,óvulo,óvulo
substantivos,3,1653,ovum,ovule,Ovum,ovulo,ovos,huevos
substantivos,1,1654,oxygen,oxygène,Sauerstoff,ossigeno,oxigênio,oxígeno
substantivos,2,1654,O,O,Oxygen,,oxigénio,
substantivos,3,1654,atomic number 8,,Oxygenium,,Oxigenio,
substantivos,1,1655,ozone,ozone,Ozon,ozono,ozônio,ozono
substantivos,2,1655,,,ozon,,ozono,
substantivos,3,1655,,,,,Ozonio,
substantivos,1,1656,opera,opéra,Oper,opera,ópera,ópera
substantivos,2,1656,opera house,,Opernhaus,lirica,Casas de ópera,teatro de ópera
substantivos,3,1656,music,,oper,opera lirica,Teatro de ópera,
substantivos,1,1657,orbit,orbite,Orbit,orbita,órbita,órbita
substantivos,2,1657,eye socket,cavité oculaire,Umlaufbahn,occhiaia,,cuenca
substantivos,3,1657,field,orbite crânienne,Bahn,cavità orbitale,,orbe
substantivos,1,1658,organ,organe,Orgel,organo,órgão,órgano
substantivos,2,1658,part,orgue,Organ,atonia,organo,atonía
substantivos,3,1658,agency,harmonium,Aggregat,mancanza della forza normale,órgãos,base
substantivos,1,1660,onyx,onyx,Onyx,onice,ônix,ónix
substantivos,2,1660,,,,,Onix,
substantivos,3,1660,,,,,Ónix,
substantivos,1,1661,agreement,pacte,Pakt,patto,pacto,pacto
substantivos,2,1661,pact,accord,Vertrag,accordo,acordo,acuerdo
substantivos,3,1661,covenant,contrat,Abkommen,concordato,tratado,convenio
substantivos,1,1662,baker,boulanger,Bäcker,fornaio,padeiro,panadero
substantivos,2,1662,bread maker,boulangère,Bäckerin,panettiere,pasteleiro,hornero
substantivos,3,1662,dougher,,Brotbackautomat,panificatore,Padaria,fabricante de pan
substantivos,1,1663,page,page,Seite,pagina,página,página
substantivos,2,1663,side,page Web,Blatt,lato,lauda,página web
substantivos,3,1663,web page,page web,Folio,valletto,escudeiro,faz
substantivos,1,1664,father,père,Vater,padre,pai,padre
substantivos,2,1664,parent,papa,Papa,babbo,papai,papá
substantivos,3,1664,dad,parent,Elternteil,papà,mãe,papi
substantivos,1,1665,country,pays,Land,paese,país,país
substantivos,2,1665,land,contrée,Staat,stato,nação,estado
substantivos,3,1665,state,nation,Nation,nazione,terra,nación
substantivos,1,1666,word,mot,Wort,parola,palavra,palabra
substantivos,2,1666,term,parole,Vokabel,termine,vocábulo,vocablo
substantivos,3,1666,language,terme,Ehrenwort,vocabolo,termo,palabro
substantivos,1,1667,straw,paille,Stroh,paglia,palha,paja
substantivos,2,1667,thatch,foin,Halm,copertura di paglia,colmo,heno
substantivos,3,1667,hay,toiture de chaume,Getreidehalm,fieno,feno,gluma
substantivos,1,1668,toothpick,cure-dent,Zahnstocher,stuzzicadenti,palito,mondadientes
substantivos,2,1668,pick,cure dent,Stocher,stecchino,palito de dentes,palillo
substantivos,3,1668,breadstick,,,nettadenti,esgaravatador,escarbadientes
substantivos,1,1669,cloth,tissu,Stoff,tessuto,pano,tela
substantivos,2,1669,material,étoffe,Tuch,stoffa,tecido,paño
substantivos,3,1669,fabric,toile,Gewebe,panno,estofo,trapo
substantivos,1,1670,pot,casserole,Topf,casseruola,panela,cacerola
substantivos,2,1670,pan,marmite,Kochtopf,pentola,pote,cazuela
substantivos,3,1670,saucepan,pot,Hafen,padella,caçarola,olla
substantivos,1,1671,paper,papier,Papier,carta,papel,papel
substantivos,2,1671,role,rôle,Rolle,ruolo,cabedal,rol
substantivos,3,1671,part,fonction,Packpapier,parte,cacau,figura
substantivos,1,1672,parrot,perroquet,Papagei,pappagallo,papagaio,loro
substantivos,2,1672,kite,cerf-volant,Drachen,aquilone,pipa,papagayo
substantivos,3,1672,parrots,ara,gefleckter Adlerrochen,pappagalli,pandorga,cometa
substantivos,1,1673,paradox,paradoxe,Paradoxon,paradosso,paradoxo,paradoja
substantivos,2,1673,paradoxical,antinomie,Paradox,paradossale,Paradoxo,paradojo
substantivos,3,1673,irony,,Paradox Paradoxon,cottimo,Paradoxos,
substantivos,1,1674,parcel,parcelle,Schrebergarten,particelle di terreno,parcela,parcelas
substantivos,2,1674,share,part,Kleingarten,addendo,parte,asignación
substantivos,3,1674,portion,jardin ouvrier,Anteil,appezzamenti a orto,lote,reparto
substantivos,1,1675,wall,mur,Wand,muro,parede,pared
substantivos,2,1675,partition,paroi,Mauer,parete,paredes,muro
substantivos,3,1675,walls,cloison,Aufteil,pareti,muro,tabique
substantivos,1,1676,park,parc,Park,parco,parque,parque
substantivos,2,1676,playground,jardin public,Biosphärenreservat,parco giochi,parquinho,parques
substantivos,3,1676,garden,terrain de jeu,Naturreservat,giardino pubblico,espaços verdes,parques de vida silvestre
substantivos,1,1677,part,partie,Teil,parte,parte,parte
substantivos,2,1677,piece,part,Stück,componente,porção,pedazo
substantivos,3,1677,portion,morceau,Anteil,sezione,pedaço,trozo
substantivos,1,1678,step,pas,Schritt,passo,passo,paso
substantivos,2,1678,pace,démarche,Bemühung,punto,etapa,gestión diplomática
substantivos,3,1678,footstep,enjambée,Mühe,mossa,diligência,ritmo
substantivos,1,1679,portfolio,portefeuille,Teig,cartella,pasta,carpeta
substantivos,2,1679,briefcase,pâte,Aktentasche,pasta,massa,pasta
substantivos,3,1679,dough,porte-documents,Ordner,portafoglio,maleta,cartera
substantivos,1,1680,patent,brevet,Patent,brevetto,patente,patente
substantivos,2,1680,apparent,évident,augenscheinlich,evidente,evidente,evidente
substantivos,3,1680,evident,manifeste,offenkundig,chiaro,manifesto,patentes
substantivos,1,1681,duck,canard,Ente,anatra,pato,pato
substantivos,2,1681,drake,cane,Erpel,anitra,anás,ánade
substantivos,3,1681,ducks,oie,Enterich,papero,pata,papel
substantivos,1,1683,peace,paix,Frieden,pace,paz,paz
substantivos,2,1683,tranquility,tranquillité,Friede,calma,quietude,tranquilidad
substantivos,3,1683,tranquillity,calme,Ruhe,quiete,silêncio,sosiego
substantivos,1,1684,foot,pied,Fuß,piede,pé,pie
substantivos,2,1684,paw,patte,Fuss,zampa,perna,pata
substantivos,3,1684,leg,jambe,Pfote,base,alicerce,pies
substantivos,1,1685,piece,pièce,Stück,pezzo,peça,pieza
substantivos,2,1685,part,morceau,Teil,moneta,pedaço,pedazo
substantivos,3,1685,play,partie,Block,pedina,bocado,cuarto
substantivos,1,1686,fish,poisson,Fisch,pesce,peixe,pez
substantivos,2,1686,fishes,pois,fischen,pesci,peixes,pescado
substantivos,3,1686,hake,pêche,-e,pescare,pescado,peces
substantivos,1,1687,film,film,Film,film,película,película
substantivos,2,1687,movie,pellicule,Beerenhaut,pellicola,filme,film
substantivos,3,1687,motion picture,peau de la baie,Beerenhülse,buccia,filmes,cáscara
substantivos,1,1688,feather,plume,Feder,piuma,pena,pluma
substantivos,2,1688,pen,peine,Strafe,penna,pluma,pena
substantivos,3,1688,quill,désolation,Betrübnis,pena,aflição,lástima
substantivos,1,1689,comb,peigne,Kamm,pettine,pente,peine
substantivos,2,1689,cartridge,cartouche,First,cartuccia,cartucho,peineta
substantivos,3,1689,clip,démêloir,kämmen,cresta,Cartucho,cartucho
substantivos,1,1690,nugget,pépite,Klumpen,pepita,pepita,pepita
substantivos,2,1690,,,Goldklumpen,,,
substantivos,1,1691,danger,danger,Gefahr,pericolo,perigo,peligro
substantivos,2,1691,peril,péril,Risiko,rischio,risco,riesgo
substantivos,3,1691,jeopardy,risque,Gefährdung,periglio,ameaça,apuro
substantivos,1,1692,leg,jambe,Bein,gamba,perna,pierna
substantivos,2,1692,shank,patte,Unterschenkel,zampa,membro,pata
substantivos,3,1692,foot,jarret,Pfote,coscia,braço,miembro inferior
substantivos,1,1693,person,personne,Person,persona,pessoa,persona
substantivos,2,1693,individual,homme,Mensch,individuo,indivíduo,hombre
substantivos,3,1693,human,individu,Individuum,uomo,homem,individuo
substantivos,1,1694,petroleum,pétrole,Erdöl,petrolio,petróleo,petróleo
substantivos,2,1694,oil,naphte,Petroleum,benzina,óleo,crudos
substantivos,3,1694,kerosene,kérosène,Öl,cherosene,querosene,aceite
substantivos,1,1695,piano,piano,Klavier,pianoforte,piano,piano
substantivos,2,1695,pianoforte,lentement,Piano,piano,Piano,suave
substantivos,3,1695,forte-piano,molle,piano,lento,pianoforte,piano de cola
substantivos,1,1696,bite,piqûre,Stich,puntura,picada,picadura
substantivos,2,1696,prick,mordre,Biss,beccata,pontada,pinchazo
substantivos,3,1696,sting,piquer,Biß,beccatura,ferroada,piquete
substantivos,1,1697,peak,cime,Spitze,punta,pico,cima
substantivos,2,1697,tip,pointe,Kulm,picco,ponta,punta
substantivos,3,1697,summit,bout,Stift,cima,cume,extremo
substantivos,1,1698,pity,pitié,Mitleid,pietà,piedade,piedad
substantivos,2,1698,mercy,compassion,Erbarmen,compassione,compaixão,compasión
substantivos,3,1698,compassion,piété,Barmherzigkeit,misericordia,misericórdia,misericordia
